"agent_number","trial","eyes","legs","spots","arms","color","choices","dangerous","accuracy","rates","agent_types"
"25","5","0","0","0","1","1","0","0","1","0.421202918005523","neutral"
"25","6","0","0","0","0","1","0","0","1","0.268941421369995","neutral"
"25","7","1","1","1","0","0","1","1","1","0.642397775893678","neutral"
"25","8","0","0","0","1","0","1","0","0","0.357602224106322","neutral"
"25","9","1","0","1","0","1","0","1","0","0.642397775893678","neutral"
"25","10","1","1","1","1","0","1","1","1","0.5","neutral"
"25","11","1","1","0","0","0","1","0","0","0.578797081994477","neutral"
"25","12","0","0","0","0","0","1","0","0","0.357602224106322","neutral"
"25","13","1","0","0","1","1","0","0","1","0.5","neutral"
"25","14","0","1","0","0","0","1","0","0","0.566589365589325","neutral"
"25","15","0","1","1","1","1","1","0","0","0.578797081994477","neutral"
"25","16","1","1","0","1","0","1","0","0","0.675255146752979","neutral"
"25","17","1","1","0","0","1","1","0","0","0.421202918005523","neutral"
"25","18","1","0","0","1","0","0","0","1","0.578797081994477","neutral"
"25","19","0","1","0","1","0","1","0","0","0.5","neutral"
"25","20","0","0","1","0","0","1","0","0","0.5","neutral"
"25","21","1","0","0","0","1","0","0","1","0.433410634410675","neutral"
"25","22","0","1","1","0","1","1","0","0","0.5","neutral"
"25","23","1","0","0","0","0","1","0","0","0.566589365589325","neutral"
"25","24","0","1","0","1","1","1","0","0","0.566589365589325","neutral"
"25","25","0","1","0","0","1","0","0","1","0.268941421369995","neutral"
"25","26","0","0","1","1","0","0","0","1","0.642397775893678","neutral"
"25","27","0","0","1","0","1","0","0","1","0.357602224106322","neutral"
"25","28","1","1","1","1","1","1","1","1","0.675255146752979","neutral"
"25","29","1","0","1","0","0","0","1","0","0.421202918005523","neutral"
"25","30","1","0","1","1","0","0","1","0","0.675255146752979","neutral"
"25","31","1","0","1","1","1","0","1","0","0.602097780410455","neutral"
"25","32","0","1","1","1","0","0","0","1","0.5","neutral"
"26","1","1","1","1","1","1","0","1","0",NA,"neutral"
"26","2","1","1","0","1","1","1","0","0",NA,"neutral"
"26","3","1","1","1","0","0","1","1","1","0.5","neutral"
"26","4","1","1","1","1","0","1","1","1","0.5","neutral"
"26","5","0","1","0","1","0","1","0","0","0.578797081994477","neutral"
"26","6","0","1","0","0","1","0","0","1","0.357602224106322","neutral"
"26","7","0","0","0","1","0","0","0","1","0.5","neutral"
"26","8","0","1","1","0","0","1","0","0","0.578797081994477","neutral"
"26","9","1","0","1","0","1","1","1","1","0.5","neutral"
"26","10","1","1","0","0","0","0","0","1","0.421202918005523","neutral"
"26","11","1","0","0","0","1","1","0","0","0.602097780410455","neutral"
"26","12","1","1","0","1","0","1","0","0","0.433410634410675","neutral"
"26","13","1","0","1","1","0","0","1","0","0.5","neutral"
"26","14","1","0","1","0","0","1","1","1","0.675255146752979","neutral"
"26","15","0","0","1","1","0","0","0","1","0.578797081994477","neutral"
"26","16","1","1","0","0","1","1","0","0","0.623402915592376","neutral"
"26","17","1","0","0","1","0","0","0","1","0.578797081994477","neutral"
"26","18","0","1","1","1","1","0","0","1","0.5","neutral"
"26","19","0","0","1","0","1","1","0","0","0.5","neutral"
"26","20","0","1","0","0","0","1","0","0","0.5","neutral"
"26","21","0","1","0","1","1","1","0","0","0.305370160880448","neutral"
"26","22","1","0","1","1","1","0","1","0","0.578797081994477","neutral"
"26","23","0","1","1","0","1","0","0","1","0.421202918005523","neutral"
"26","24","0","0","0","1","1","0","0","1","0.578797081994477","neutral"
"26","25","0","1","1","1","0","0","0","1","0.5","neutral"
"26","26","1","1","1","0","1","1","1","1","0.578797081994477","neutral"
"26","27","1","0","0","1","1","0","0","1","0.566589365589325","neutral"
"26","28","0","0","0","0","0","1","0","0","0.433410634410675","neutral"
"26","29","0","0","0","0","1","1","0","0","0.421202918005523","neutral"
"26","30","0","0","1","0","0","0","0","1","0.421202918005523","neutral"
"26","31","0","0","1","1","1","0","0","1","0.421202918005523","neutral"
"26","32","1","0","0","0","0","1","0","0","0.566589365589325","neutral"
"27","1","0","0","1","0","0","1","0","0",NA,"neutral"
"27","2","1","0","0","0","1","1","0","0",NA,"neutral"
"27","3","1","0","1","0","1","0","1","0",NA,"neutral"
"27","4","0","0","0","1","0","0","0","1","0.433410634410675","neutral"
"27","5","1","1","1","0","0","1","1","1","0.642397775893678","neutral"
"27","6","0","1","0","0","1","1","0","0","0.5","neutral"
"27","7","1","1","1","1","0","1","1","1","0.731058578630005","neutral"
"27","8","0","0","0","0","0","1","0","0","0.357602224106322","neutral"
"27","9","0","0","0","1","1","1","0","0","0.357602224106322","neutral"
"27","10","1","1","1","0","1","0","1","0","0.642397775893678","neutral"
"27","11","0","0","1","0","1","1","0","0","0.5","neutral"
"27","12","0","1","0","0","0","1","0","0","0.5","neutral"
"27","13","0","1","0","1","0","0","0","1","0.268941421369995","neutral"
"27","14","1","0","1","1","0","0","1","0","0.5","neutral"
"27","15","0","0","0","0","1","1","0","0","0.433410634410675","neutral"
"27","16","1","1","0","1","0","0","0","1","0.642397775893678","neutral"
"27","17","0","1","1","0","1","0","0","1","0.5","neutral"
"27","18","0","1","0","1","1","0","0","1","0.357602224106322","neutral"
"27","19","1","1","0","1","1","0","0","1","0.324744853247021","neutral"
"27","20","0","1","1","1","1","0","0","1","0.421202918005523","neutral"
"27","21","1","0","1","1","1","1","1","1","0.602097780410455","neutral"
"27","22","1","0","0","1","1","1","0","0","0.675255146752979","neutral"
"27","23","0","1","1","1","0","1","0","0","0.566589365589325","neutral"
"27","24","1","1","0","0","1","1","0","0","0.566589365589325","neutral"
"27","25","0","0","1","1","1","0","0","1","0.731058578630005","neutral"
"27","26","1","1","1","1","1","1","1","1","0.602097780410455","neutral"
"27","27","1","0","0","0","0","1","0","0","0.5","neutral"
"27","28","1","1","0","0","0","0","0","1","0.324744853247021","neutral"
"27","29","0","0","1","1","0","0","0","1","0.566589365589325","neutral"
"27","30","1","0","0","1","0","1","0","0","0.421202918005523","neutral"
"27","31","0","1","1","0","0","0","0","1","0.566589365589325","neutral"
"27","32","1","0","1","0","0","0","1","0","0.421202918005523","neutral"
"28","1","0","0","0","0","1","0","0","1",NA,"neutral"
"28","2","1","1","1","1","1","1","1","1",NA,"neutral"
"28","3","0","0","0","1","0","0","0","1","0.5","neutral"
"28","4","0","1","1","1","1","0","0","1","0.675255146752979","neutral"
"28","5","1","0","0","0","0","0","0","1","0.55874443781538","neutral"
"28","6","1","0","1","1","0","0","1","0","0.5","neutral"
"28","7","0","1","0","1","0","1","0","0","0.5","neutral"
"28","8","0","0","0","0","0","1","0","0","0.421202918005523","neutral"
"28","9","0","1","0","0","1","0","0","1","0.305370160880448","neutral"
"28","10","1","1","1","0","0","0","1","0","0.578797081994477","neutral"
"28","11","0","1","0","0","0","0","0","1","0.397902219589545","neutral"
"28","12","0","0","0","1","1","0","0","1","0.376597084407624","neutral"
"28","13","1","1","1","1","0","1","1","1","0.731058578630005","neutral"
"28","14","1","1","0","0","1","0","0","1","0.5","neutral"
"28","15","1","0","1","0","1","0","1","0","0.421202918005523","neutral"
"28","16","1","1","0","1","0","0","0","1","0.357602224106322","neutral"
"28","17","1","0","1","1","1","1","1","1","0.675255146752979","neutral"
"28","18","1","0","0","0","1","0","0","1","0.578797081994477","neutral"
"28","19","0","1","1","0","0","0","0","1","0.5","neutral"
"28","20","1","1","1","0","1","1","1","1","0.5","neutral"
"28","21","0","1","0","1","1","0","0","1","0.5","neutral"
"28","22","1","0","1","0","0","1","1","1","0.694629839119552","neutral"
"28","23","0","0","1","1","1","1","0","0","0.421202918005523","neutral"
"28","24","0","1","1","0","1","0","0","1","0.421202918005523","neutral"
"28","25","1","1","0","1","1","1","0","0","0.433410634410675","neutral"
"28","26","0","0","1","0","0","1","0","0","0.774878847328672","neutral"
"28","27","0","0","1","1","0","0","0","1","0.397902219589545","neutral"
"28","28","0","0","1","0","1","0","0","1","0.5","neutral"
"28","29","0","1","1","1","0","1","0","0","0.5","neutral"
"28","30","1","0","0","1","1","1","0","0","0.566589365589325","neutral"
"28","31","1","1","0","0","0","1","0","0","0.578797081994477","neutral"
"28","32","1","0","0","1","0","1","0","0","0.5","neutral"
"29","1","0","0","1","0","0","1","0","0",NA,"neutral"
"29","2","1","1","0","1","0","0","0","1",NA,"neutral"
"29","3","0","0","1","1","0","0","0","1",NA,"neutral"
"29","4","1","0","0","1","1","0","0","1",NA,"neutral"
"29","5","1","0","0","0","0","0","0","1",NA,"neutral"
"29","6","0","0","1","0","1","1","0","0",NA,"neutral"
"29","7","0","1","0","0","0","0","0","1",NA,"neutral"
"29","8","0","1","1","0","0","0","0","1",NA,"neutral"
"29","9","1","1","1","0","1","0","1","0",NA,"neutral"
"29","10","1","1","1","1","0","0","1","0","0.602097780410455","neutral"
"29","11","0","1","1","1","1","1","0","0","0.5","neutral"
"29","12","1","1","0","1","1","0","0","1","0.5","neutral"
"29","13","0","0","0","0","1","1","0","0","0.376597084407624","neutral"
"29","14","1","1","1","0","0","1","1","1","0.731058578630005","neutral"
"29","15","1","0","0","0","1","0","0","1","0.324744853247021","neutral"
"29","16","1","1","0","0","0","0","0","1","0.602097780410455","neutral"
"29","17","1","0","1","0","0","1","1","1","0.602097780410455","neutral"
"29","18","0","1","0","0","1","0","0","1","0.357602224106322","neutral"
"29","19","1","0","0","1","0","1","0","0","0.642397775893678","neutral"
"29","20","0","0","0","1","0","0","0","1","0.324744853247021","neutral"
"29","21","0","1","1","1","0","0","0","1","0.421202918005523","neutral"
"29","22","0","0","1","1","1","0","0","1","0.421202918005523","neutral"
"29","23","0","0","0","1","1","1","0","0","0.268941421369995","neutral"
"29","24","0","1","0","1","0","1","0","0","0.357602224106322","neutral"
"29","25","1","0","1","1","1","1","1","1","0.642397775893678","neutral"
"29","26","0","1","0","1","1","0","0","1","0.324744853247021","neutral"
"29","27","1","0","1","1","0","1","1","1","0.731058578630005","neutral"
"29","28","0","0","0","0","0","0","0","1","0.5","neutral"
"29","29","1","1","1","1","1","0","1","0","0.5","neutral"
"29","30","1","1","0","0","1","1","0","0","0.5","neutral"
"29","31","0","1","1","0","1","1","0","0","0.5","neutral"
"29","32","1","0","1","0","1","0","1","0","0.5","neutral"
"30","1","1","0","0","1","0","0","0","1",NA,"neutral"
"30","2","0","0","1","1","1","1","0","0",NA,"neutral"
"30","3","1","0","0","0","1","0","0","1",NA,"neutral"
"30","4","1","0","1","1","0","0","1","0",NA,"neutral"
"30","5","0","0","1","1","0","1","0","0","0.566589365589325","neutral"
"30","6","1","1","0","1","0","0","0","1","0.578797081994477","neutral"
"30","7","1","1","1","1","1","1","1","1","0.804429682506957","neutral"
"30","8","1","0","0","1","1","1","0","0","0.5","neutral"
"30","9","0","1","0","0","1","1","0","0","0.5","neutral"
"30","10","1","1","0","0","0","0","0","1","0.421202918005523","neutral"
"30","11","1","1","1","1","0","0","1","0","0.602097780410455","neutral"
"30","12","0","0","0","0","1","1","0","0","0.376597084407624","neutral"
"30","13","0","1","0","0","0","1","0","0","0.421202918005523","neutral"
"30","14","0","0","1","0","1","0","0","1","0.433410634410675","neutral"
"30","15","0","1","1","1","1","1","0","0","0.5","neutral"
"30","16","1","1","1","0","1","1","1","1","0.5","neutral"
"30","17","1","1","1","0","0","1","1","1","0.675255146752979","neutral"
"30","18","0","0","0","0","0","1","0","0","0.566589365589325","neutral"
"30","19","0","1","1","0","1","1","0","0","0.397902219589545","neutral"
"30","20","0","1","0","1","1","0","0","1","0.357602224106322","neutral"
"30","21","1","1","0","0","1","0","0","1","0.5","neutral"
"30","22","1","1","0","1","1","0","0","1","0.324744853247021","neutral"
"30","23","0","1","1","1","0","0","0","1","0.578797081994477","neutral"
"30","24","0","0","1","0","0","1","0","0","0.5","neutral"
"30","25","0","0","0","1","1","0","0","1","0.376597084407624","neutral"
"30","26","1","0","1","0","1","0","1","0","0.578797081994477","neutral"
"30","27","0","1","1","0","0","1","0","0","0.566589365589325","neutral"
"30","28","1","0","1","0","0","0","1","0","0.602097780410455","neutral"
"30","29","0","0","0","1","0","1","0","0","0.5","neutral"
"30","30","1","0","0","0","0","0","0","1","0.602097780410455","neutral"
"30","31","1","0","1","1","1","1","1","1","0.578797081994477","neutral"
"30","32","0","1","0","1","0","0","0","1","0.433410634410675","neutral"
"31","1","0","0","1","1","0","0","0","1",NA,"neutral"
"31","2","0","0","0","0","1","1","0","0",NA,"neutral"
"31","3","0","1","0","1","0","0","0","1",NA,"neutral"
"31","4","1","1","1","0","0","0","1","0",NA,"neutral"
"31","5","1","0","0","1","1","0","0","1","0.578797081994477","neutral"
"31","6","1","0","1","1","1","0","1","0","0.5","neutral"
"31","7","0","1","1","0","1","1","0","0","0.566589365589325","neutral"
"31","8","0","0","0","1","0","1","0","0","0.566589365589325","neutral"
"31","9","0","1","0","1","1","1","0","0","0.421202918005523","neutral"
"31","10","0","0","0","0","0","1","0","0","0.433410634410675","neutral"
"31","11","1","0","1","1","0","1","1","1","0.731058578630005","neutral"
"31","12","1","1","0","1","0","0","0","1","0.5","neutral"
"31","13","1","1","0","0","1","0","0","1","0.357602224106322","neutral"
"31","14","1","0","0","0","0","1","0","0","0.5","neutral"
"31","15","0","1","1","1","1","0","0","1","0.623402915592376","neutral"
"31","16","1","0","1","0","1","0","1","0","0.578797081994477","neutral"
"31","17","1","1","1","1","1","1","1","1","0.397902219589545","neutral"
"31","18","1","1","0","1","1","0","0","1","0.602097780410455","neutral"
"31","19","0","0","1","0","1","1","0","0","0.566589365589325","neutral"
"31","20","1","0","0","0","1","0","0","1","0.421202918005523","neutral"
"31","21","0","0","1","0","0","1","0","0","0.433410634410675","neutral"
"31","22","0","1","1","0","0","0","0","1","0.324744853247021","neutral"
"31","23","1","1","1","0","1","1","1","1","0.602097780410455","neutral"
"31","24","1","0","1","0","0","1","1","1","0.5","neutral"
"31","25","0","0","1","1","1","0","0","1","0.5","neutral"
"31","26","0","1","0","0","1","0","0","1","0.433410634410675","neutral"
"31","27","0","0","0","1","1","0","0","1","0.357602224106322","neutral"
"31","28","1","0","0","1","0","0","0","1","0.5","neutral"
"31","29","0","1","1","1","0","0","0","1","0.5","neutral"
"31","30","0","1","0","0","0","0","0","1","0.421202918005523","neutral"
"31","31","1","1","1","1","0","1","1","1","0.578797081994477","neutral"
"31","32","1","1","0","0","0","1","0","0","0.397902219589545","neutral"
"32","1","0","1","1","1","1","1","0","0",NA,"neutral"
"32","2","1","0","1","0","0","1","1","1",NA,"neutral"
"32","3","0","1","0","1","0","0","0","1","0.5","neutral"
"32","4","1","1","0","0","1","1","0","0","0.578797081994477","neutral"
"32","5","0","0","0","1","0","0","0","1","0.5","neutral"
"32","6","1","1","0","1","1","1","0","0","0.675255146752979","neutral"
"32","7","1","1","1","0","0","1","1","1","0.578797081994477","neutral"
"32","8","0","0","0","0","0","0","0","1","0.566589365589325","neutral"
"32","9","0","1","1","0","0","1","0","0","0.731058578630005","neutral"
"32","10","0","1","0","0","1","1","0","0","0.421202918005523","neutral"
"32","11","1","1","1","1","1","1","1","1","0.578797081994477","neutral"
"32","12","0","0","0","0","1","1","0","0","0.268941421369995","neutral"
"32","13","1","1","0","1","0","1","0","0","0.642397775893678","neutral"
"32","14","1","1","1","0","1","0","1","0","0.675255146752979","neutral"
"32","15","1","0","0","0","1","0","0","1","0.578797081994477","neutral"
"32","16","0","1","0","1","1","0","0","1","0.5","neutral"
"32","17","0","1","0","0","0","0","0","1","0.421202918005523","neutral"
"32","18","0","0","1","0","1","1","0","0","0.578797081994477","neutral"
"32","19","0","1","1","1","0","1","0","0","0.5","neutral"
"32","20","1","0","1","0","1","0","1","0","0.731058578630005","neutral"
"32","21","0","0","1","1","1","1","0","0","0.5","neutral"
"32","22","0","0","1","1","0","1","0","0","0.324744853247021","neutral"
"32","23","0","0","1","0","0","0","0","1","0.397902219589545","neutral"
"32","24","1","1","1","1","0","1","1","1","0.5","neutral"
"32","25","1","0","0","1","1","1","0","0","0.566589365589325","neutral"
"32","26","1","0","0","1","0","0","0","1","0.397902219589545","neutral"
"32","27","0","0","0","1","1","1","0","0","0.357602224106322","neutral"
"32","28","1","0","0","0","0","0","0","1","0.5","neutral"
"32","29","1","0","1","1","0","1","1","1","0.602097780410455","neutral"
"32","30","0","1","1","0","1","0","0","1","0.5","neutral"
"32","31","1","0","1","1","1","1","1","1","0.675255146752979","neutral"
"32","32","1","1","0","0","0","1","0","0","0.433410634410675","neutral"
"33","1","1","0","0","1","0","0","0","1",NA,"neutral"
"33","2","1","1","1","0","0","0","1","0",NA,"neutral"
"33","3","1","0","1","0","1","1","1","1","0.5","neutral"
"33","4","1","1","0","1","1","1","0","0","0.324744853247021","neutral"
"33","5","0","0","0","1","0","0","0","1","0.433410634410675","neutral"
"33","6","1","0","0","0","1","1","0","0","0.675255146752979","neutral"
"33","7","0","1","1","1","1","0","0","1","0.566589365589325","neutral"
"33","8","0","0","0","1","1","1","0","0","0.421202918005523","neutral"
"33","9","0","0","1","0","1","1","0","0","0.602097780410455","neutral"
"33","10","0","0","1","0","0","1","0","0","0.397902219589545","neutral"
"33","11","1","1","1","1","0","0","1","0","0.5","neutral"
"33","12","0","1","1","0","0","0","0","1","0.397902219589545","neutral"
"33","13","1","1","1","1","1","1","1","1","0.675255146752979","neutral"
"33","14","1","0","0","0","0","0","0","1","0.433410634410675","neutral"
"33","15","1","1","0","0","0","1","0","0","0.324744853247021","neutral"
"33","16","0","0","0","0","1","0","0","1","0.433410634410675","neutral"
"33","17","0","1","0","0","0","0","0","1","0.357602224106322","neutral"
"33","18","1","1","0","0","1","1","0","0","0.5","neutral"
"33","19","1","1","0","1","0","1","0","0","0.5","neutral"
"33","20","0","1","0","0","1","1","0","0","0.5","neutral"
"33","21","0","1","0","1","0","0","0","1","0.421202918005523","neutral"
"33","22","0","1","1","0","1","0","0","1","0.578797081994477","neutral"
"33","23","1","0","1","0","0","1","1","1","0.5","neutral"
"33","24","0","0","1","1","1","0","0","1","0.421202918005523","neutral"
"33","25","0","0","0","0","0","1","0","0","0.578797081994477","neutral"
"33","26","1","0","1","1","1","0","1","0","0.397902219589545","neutral"
"33","27","0","1","1","1","0","0","0","1","0.421202918005523","neutral"
"33","28","1","1","1","0","1","1","1","1","0.578797081994477","neutral"
"33","29","0","1","0","1","1","1","0","0","0.421202918005523","neutral"
"33","30","1","0","0","1","1","0","0","1","0.421202918005523","neutral"
"33","31","1","0","1","1","0","0","1","0","0.421202918005523","neutral"
"33","32","0","0","1","1","0","0","0","1","0.675255146752979","neutral"
"34","1","0","0","1","1","1","1","0","0",NA,"neutral"
"34","2","0","0","0","0","0","1","0","0",NA,"neutral"
"34","3","0","0","0","1","0","1","0","0",NA,"neutral"
"34","4","1","0","0","1","0","0","0","1",NA,"neutral"
"34","5","1","0","0","0","1","0","0","1",NA,"neutral"
"34","6","1","1","1","0","0","1","1","1",NA,"neutral"
"34","7","1","0","1","0","1","1","1","1","0.397902219589545","neutral"
"34","8","1","0","0","1","1","1","0","0","0.397902219589545","neutral"
"34","9","1","1","0","0","0","0","0","1","0.5","neutral"
"34","10","0","1","0","1","0","1","0","0","0.305370160880448","neutral"
"34","11","1","1","1","1","0","0","1","0","0.421202918005523","neutral"
"34","12","1","1","0","1","0","0","0","1","0.5","neutral"
"34","13","0","0","0","1","1","1","0","0","0.433410634410675","neutral"
"34","14","0","1","0","0","0","0","0","1","0.5","neutral"
"34","15","0","1","0","0","1","0","0","1","0.268941421369995","neutral"
"34","16","0","0","0","0","1","0","0","1","0.225121152671328","neutral"
"34","17","0","1","1","0","1","1","0","0","0.421202918005523","neutral"
"34","18","1","1","1","0","1","0","1","0","0.397902219589545","neutral"
"34","19","0","1","1","1","1","0","0","1","0.397902219589545","neutral"
"34","20","1","0","1","0","0","1","1","1","0.642397775893678","neutral"
"34","21","1","1","0","0","1","0","0","1","0.5","neutral"
"34","22","0","1","0","1","1","0","0","1","0.305370160880448","neutral"
"34","23","1","1","0","1","1","0","0","1","0.268941421369995","neutral"
"34","24","1","0","1","1","0","1","1","1","0.675255146752979","neutral"
"34","25","0","1","1","0","0","0","0","1","0.566589365589325","neutral"
"34","26","1","1","1","1","1","0","1","0","0.578797081994477","neutral"
"34","27","0","1","1","1","0","0","0","1","0.397902219589545","neutral"
"34","28","1","0","1","1","1","0","1","0","0.675255146752979","neutral"
"34","29","0","0","1","0","1","0","0","1","0.578797081994477","neutral"
"34","30","0","0","1","0","0","1","0","0","0.324744853247021","neutral"
"34","31","1","0","0","0","0","1","0","0","0.421202918005523","neutral"
"34","32","0","0","1","1","0","1","0","0","0.578797081994477","neutral"
"35","1","1","0","0","1","0","0","0","1",NA,"neutral"
"35","2","1","0","1","0","0","0","1","0",NA,"neutral"
"35","3","1","1","1","0","0","0","1","0","0.5","neutral"
"35","4","0","0","0","0","0","1","0","0","0.623402915592376","neutral"
"35","5","0","1","1","0","0","1","0","0","0.731058578630005","neutral"
"35","6","0","1","0","1","0","0","0","1","0.421202918005523","neutral"
"35","7","0","0","0","1","0","0","0","1","0.268941421369995","neutral"
"35","8","1","0","1","1","0","0","1","0","0.5","neutral"
"35","9","0","0","1","0","0","0","0","1","0.5","neutral"
"35","10","1","0","0","0","1","1","0","0","0.5","neutral"
"35","11","1","0","0","0","0","0","0","1","0.397902219589545","neutral"
"35","12","1","0","0","1","1","1","0","0","0.5","neutral"
"35","13","1","1","1","1","1","0","1","0","0.5","neutral"
"35","14","0","0","0","0","1","0","0","1","0.357602224106322","neutral"
"35","15","0","0","0","1","1","0","0","1","0.324744853247021","neutral"
"35","16","1","1","1","0","1","1","1","1","0.731058578630005","neutral"
"35","17","0","1","1","1","1","1","0","0","0.5","neutral"
"35","18","1","1","0","1","1","1","0","0","0.5","neutral"
"35","19","0","0","1","1","0","1","0","0","0.5","neutral"
"35","20","0","1","0","1","1","1","0","0","0.5","neutral"
"35","21","0","1","0","0","0","1","0","0","0.421202918005523","neutral"
"35","22","1","1","1","1","0","1","1","1","0.578797081994477","neutral"
"35","23","0","1","0","0","1","0","0","1","0.268941421369995","neutral"
"35","24","1","1","0","0","0","0","0","1","0.5","neutral"
"35","25","1","0","1","0","1","1","1","1","0.5","neutral"
"35","26","0","0","1","1","1","0","0","1","0.694629839119552","neutral"
"35","27","0","1","1","1","0","0","0","1","0.357602224106322","neutral"
"35","28","1","0","1","1","1","1","1","1","0.675255146752979","neutral"
"35","29","0","0","1","0","1","0","0","1","0.578797081994477","neutral"
"35","30","0","1","1","0","1","0","0","1","0.324744853247021","neutral"
"35","31","1","1","0","1","0","1","0","0","0.566589365589325","neutral"
"35","32","1","1","0","0","1","0","0","1","0.421202918005523","neutral"
"36","1","0","0","1","0","1","0","0","1",NA,"neutral"
"36","2","1","0","1","1","0","0","1","0",NA,"neutral"
"36","3","0","1","0","0","0","0","0","1","0.5","neutral"
"36","4","1","1","0","0","0","0","0","1","0.324744853247021","neutral"
"36","5","0","0","0","1","1","1","0","0","0.566589365589325","neutral"
"36","6","0","1","1","0","1","1","0","0","0.578797081994477","neutral"
"36","7","1","0","0","1","0","0","0","1","0.623402915592376","neutral"
"36","8","1","1","1","0","1","0","1","0","0.731058578630005","neutral"
"36","9","1","1","0","1","0","0","0","1","0.324744853247021","neutral"
"36","10","0","1","1","1","0","0","0","1","0.421202918005523","neutral"
"36","11","0","0","1","0","0","0","0","1","0.421202918005523","neutral"
"36","12","1","1","1","1","1","1","1","1","0.731058578630005","neutral"
"36","13","1","1","0","1","1","0","0","1","0.774878847328672","neutral"
"36","14","0","0","1","1","0","1","0","0","0.566589365589325","neutral"
"36","15","1","0","1","0","1","1","1","1","0.578797081994477","neutral"
"36","16","1","1","1","0","0","1","1","1","0.578797081994477","neutral"
"36","17","0","1","1","1","1","0","0","1","0.421202918005523","neutral"
"36","18","1","0","0","1","1","1","0","0","0.433410634410675","neutral"
"36","19","0","1","0","1","0","0","0","1","0.5","neutral"
"36","20","0","0","0","0","0","0","0","1","0.421202918005523","neutral"
"36","21","1","0","1","0","0","1","1","1","0.731058578630005","neutral"
"36","22","0","1","0","0","1","0","0","1","0.357602224106322","neutral"
"36","23","1","1","0","0","1","0","0","1","0.324744853247021","neutral"
"36","24","0","0","0","1","0","1","0","0","0.566589365589325","neutral"
"36","25","0","0","1","1","1","1","0","0","0.421202918005523","neutral"
"36","26","0","1","1","0","0","0","0","1","0.578797081994477","neutral"
"36","27","1","0","0","0","0","0","0","1","0.675255146752979","neutral"
"36","28","1","0","0","0","1","0","0","1","0.397902219589545","neutral"
"36","29","0","0","0","0","1","0","0","1","0.324744853247021","neutral"
"36","30","1","1","1","1","0","0","1","0","0.694629839119552","neutral"
"36","31","1","0","1","1","1","0","1","0","0.578797081994477","neutral"
"36","32","0","1","0","1","1","0","0","1","0.421202918005523","neutral"
"37","1","1","0","1","0","1","0","1","0",NA,"neutral"
"37","2","0","1","1","1","0","1","0","0",NA,"neutral"
"37","3","1","1","1","0","1","1","1","1","0.5","neutral"
"37","4","1","0","0","0","1","1","0","0","0.578797081994477","neutral"
"37","5","0","1","0","0","0","1","0","0","0.5","neutral"
"37","6","1","1","1","0","0","1","1","1","0.602097780410455","neutral"
"37","7","0","0","1","1","0","0","0","1","0.5","neutral"
"37","8","1","1","0","0","0","1","0","0","0.731058578630005","neutral"
"37","9","0","0","0","1","0","0","0","1","0.433410634410675","neutral"
"37","10","1","1","0","0","1","0","0","1","0.642397775893678","neutral"
"37","11","0","0","0","1","1","0","0","1","0.376597084407624","neutral"
"37","12","0","0","1","0","0","0","0","1","0.578797081994477","neutral"
"37","13","0","0","1","1","1","1","0","0","0.357602224106322","neutral"
"37","14","0","1","0","0","1","0","0","1","0.5","neutral"
"37","15","0","0","0","0","1","0","0","1","0.268941421369995","neutral"
"37","16","1","1","1","1","1","1","1","1","0.642397775893678","neutral"
"37","17","1","1","0","1","1","1","0","0","0.675255146752979","neutral"
"37","18","1","1","1","1","0","1","1","1","0.602097780410455","neutral"
"37","19","1","0","0","1","0","0","0","1","0.5","neutral"
"37","20","0","1","1","0","1","1","0","0","0.623402915592376","neutral"
"37","21","0","1","1","1","1","1","0","0","0.397902219589545","neutral"
"37","22","1","0","0","1","1","1","0","0","0.5","neutral"
"37","23","0","1","0","1","1","1","0","0","0.421202918005523","neutral"
"37","24","0","0","1","0","1","1","0","0","0.433410634410675","neutral"
"37","25","1","1","0","1","0","1","0","0","0.774878847328672","neutral"
"37","26","0","1","1","0","0","1","0","0","0.578797081994477","neutral"
"37","27","1","0","1","0","0","1","1","1","0.5","neutral"
"37","28","1","0","0","0","0","1","0","0","0.675255146752979","neutral"
"37","29","0","0","0","0","0","0","0","1","0.397902219589545","neutral"
"37","30","0","1","0","1","0","0","0","1","0.433410634410675","neutral"
"37","31","1","0","1","1","1","1","1","1","0.642397775893678","neutral"
"37","32","1","0","1","1","0","1","1","1","0.675255146752979","neutral"
"38","1","0","0","0","0","0","0","0","1",NA,"neutral"
"38","2","0","0","0","0","1","0","0","1",NA,"neutral"
"38","3","0","0","1","0","0","0","0","1",NA,"neutral"
"38","4","1","0","1","1","1","1","1","1",NA,"neutral"
"38","5","1","0","0","1","1","1","0","0","0.642397775893678","neutral"
"38","6","1","1","0","0","1","0","0","1","0.5","neutral"
"38","7","1","0","0","0","1","0","0","1","0.324744853247021","neutral"
"38","8","1","1","0","1","0","0","0","1","0.578797081994477","neutral"
"38","9","0","1","0","1","0","1","0","0","0.324744853247021","neutral"
"38","10","1","1","1","0","0","1","1","1","0.578797081994477","neutral"
"38","11","0","1","1","1","0","1","0","0","0.397902219589545","neutral"
"38","12","1","1","0","0","0","0","0","1","0.675255146752979","neutral"
"38","13","1","1","1","1","0","1","1","1","0.602097780410455","neutral"
"38","14","0","1","1","0","1","0","0","1","0.5","neutral"
